skill_id	prereq_id	source	type	confidence
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.60aa9730-3c72-4350-a06c-2f2d618ee8d5	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.6bc57b80-37c8-4c9a-be7b-960d2e44fb77	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.6d9f05ed-9ada-4604-9670-2df3bb439050	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.76842746-cacb-4e6d-adc6-0656d75c9c51	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.7ff2c668-0e86-418a-a962-4958262ee337	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.881cd4ec-5b52-46c6-abc4-60551d58b355	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.94d43a61-690d-4286-b2e1-a1b57199a3bb	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.9d74924b-bb58-4998-9112-19da9238687b	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.cab119c5-ff95-4499-b91a-54e9f6c5cde1	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.ec3e024f-87e8-4e92-a3e9-177cb9638a3e	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.f22dd07b-cb0f-4b18-ba54-d922dfaa8c14	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.f632251a-4078-4546-b19f-7ef528d08325	esco	prerequisite	1.00
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.ad21611d-1380-4daa-898e-d8b87fc083a1	esco_optional	prerequisite	0.90
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.73c7d0d9-092f-4f6e-800a-5759f45a6fc6	esco_optional	prerequisite	0.90
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.83198c8a-6989-45bb-9886-d41289a6b051	esco_optional	prerequisite	0.90
esco.occ.1209b85e-80f1-490f-a7e1-6ad220bb956d	esco.a50c6a0a-5171-4be6-aa2b-50fe4d025d45	esco_optional	prerequisite	0.90
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.55e286cf-b8a0-40bd-9e87-276cbc0284b9	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.5dd58980-cec1-4bd3-ae57-df9e554dd5ab	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.629c9139-8a87-447b-8f61-bfe678cf3e7c	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.66dd1398-6be6-4a0d-a0d0-4a8b3941963a	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.70198e4e-86ad-4acc-a9eb-e24e2c107d18	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.c4118654-695f-44bc-b9d3-1b26f3a955f8	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.cbf01241-d126-402a-af28-2eb81e2e24e8	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.03b9b491-fc9b-4868-914a-bf7cd47b5041	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.0ee94af1-b445-4973-9c3f-459fab250342	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.293301db-be3c-4cba-b3ee-6cc9c55fd70a	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.2de4572a-4724-4f76-afc2-72a568a264ac	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.363e30cf-b3ec-4b3f-b02c-ac77a5902d15	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.39d92981-7b68-47de-bfc0-5374c067dba9	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.42ab725f-e57f-4320-a9fd-ac3d6717963d	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.4bdbd6db-7d75-40e7-b40e-5718e2982dfb	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.5609c548-8581-4a28-8afc-5f744868e9c7	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.5e50a0f1-4089-4df6-a15b-34b39d3aeab4	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.6bc02a4a-66af-4b49-9bd3-d07695d52b42	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.81db5616-3c98-4317-a728-5dae08d44bd4	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.885564e4-9818-44ac-a77d-ddfe30b34ed7	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.91abe492-18be-4cce-93c7-0dca07072363	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.b0565bd9-29c8-42f6-b174-702970fc2f4f	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.d15ce60f-ddab-41ce-ba56-398451b77b60	esco	prerequisite	1.00
esco.occ.12142c2c-9b6f-4e4f-8153-f1a51554e4e0	esco.fc22f985-cdc2-47da-8df7-949db1f5c06f	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.3efd2b02-f6f8-4911-a154-8bfcaeadeb5d	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.0361c099-da6c-404e-984b-a8b8a0c017d1	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.45a71a36-7cad-4ea5-aaf6-dc2baa4bb385	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.485a4d5a-279f-4439-8aa3-2c7e2de6164c	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.499c05a2-6f36-4407-83c1-dc3448d35818	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.4bbb309f-9162-49b9-93da-fb2c371e5c5f	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.5521fcf8-80fa-489b-af18-a69823b85702	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.5ba1d5b9-3f8d-46ca-bf9f-2e9ca65d1350	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.5c8419ff-9252-48b3-8211-a3fcd5a58f11	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.680f271f-4a7e-410a-aaaf-4f42c8f48251	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.738de3bd-2b6d-4183-beb9-055360b58639	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.86f1b972-fcd4-478a-9bd7-2ecbbf901e21	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.a887fa02-7921-430d-a12c-80ae8618f609	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.b957409c-1eef-43bd-8795-3bc5d1743ea4	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.ba40cefc-54ca-4c82-b322-1fe569aaeb2c	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.bc250150-3372-42c9-834a-a1b65f89ca0b	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.bf7a45c4-0d72-4e6e-9da7-127b2b6656b7	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.c3a9d357-2279-4d9d-92e2-e4280b8a61c6	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.cbc24ea1-8f53-4211-96d4-2c682d018b8a	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.eee446ff-f093-4cfe-abc4-cb58c7199f3b	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.f817db1a-4bc6-4c67-b8a5-ab85c1805a07	esco	prerequisite	1.00
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.0a017a46-23aa-4b9e-83b5-0ef1817fbad9	esco_optional	prerequisite	0.90
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.2384ce67-127d-467c-8ac3-cdabd3629936	esco_optional	prerequisite	0.90
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.33051fa7-bc25-4a75-80ae-c3b7cf5c744d	esco_optional	prerequisite	0.90
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.96df82ef-8a48-4021-9184-e2f873af3056	esco_optional	prerequisite	0.90
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.dacaebb5-5d85-4f3e-9adb-7c82b4f53189	esco_optional	prerequisite	0.90
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.f2536b0a-068b-48ed-910f-231bfa0ec032	esco_optional	prerequisite	0.90
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.f66b2fc3-2952-41e5-89bf-a9157ea29420	esco_optional	prerequisite	0.90
esco.occ.1214a616-aaa5-4140-b82e-2cc5028b0fa4	esco.fabc4abb-d255-403e-bfbb-6557afb4db58	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.dbf4392b-820c-447a-93a1-29d38dcdd441	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.36576c3d-2c7b-4755-bc67-ec1452470c98	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.47d46a55-cfe2-4f6c-b1b2-c9a462b798c4	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.4b09e030-03c4-42e1-b023-632089002335	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.69f23426-9279-4fe6-a283-24c2aa4c855d	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.6ca3261e-f750-4288-ba15-c36892122ac5	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.6dc07684-8d6b-480f-9c6f-5827032da9f8	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.89651e6d-d137-475d-9f4c-3760c4b4bdbb	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.b2fb2282-ac76-4565-b156-86b13266865b	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.c8a3abc4-17cb-4381-a3c0-79297b3b0571	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.e70161a7-47ce-41ff-9b41-5578358cb92d	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.ed32dff3-051f-4a94-b0a8-16377600503a	esco	prerequisite	1.00
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.00eefa32-9f77-4500-abe9-20afc7924a9d	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.972a27ad-413f-4f4f-9465-3d5c51db3cf9	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.078861f5-b901-48a5-951e-a3ad0a4fa0bd	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.110d7aa3-e44e-4cce-a927-8d4de615f3d9	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.202d0d2b-f6b9-48fe-b70e-cff49fa1d087	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.44f6a65f-6be7-4818-9a66-73908797283f	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.5b91b6d4-345e-4195-a078-218514871e7b	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.6d97f20a-88b5-49b2-b34e-4c4476e535a6	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.9839e458-9555-45ea-b330-712b0d932acf	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.cf4a418d-09ed-40bc-b405-97443bac4cc7	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.e0ae0101-ab8f-47a2-938b-ab0cc367b3b5	esco_optional	prerequisite	0.90
esco.occ.121bd198-af39-4fac-8249-b384910f7bd7	esco.f8cfab53-c7f7-465d-9eca-d2a28e4dc708	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.000c94d2-2a2e-4545-993c-6df8cb5b0316	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.0377c027-2839-4b30-9acb-bb68daf925f5	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.26071360-b2b1-4089-9c73-b51792b29ed5	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.334e3e49-fb02-4051-809a-f06adfdc1c40	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.4c9e3dd5-0e3a-4e22-9b70-213f7d0e8a3c	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.749b249e-2f48-4938-a030-70aa0af360b5	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.91613477-9276-4f69-8002-4de21c37d583	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.e06ccbed-8313-49da-b7fd-c548552f5b86	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.ee949ff3-5a90-4146-964b-89fab428399e	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.fcf70854-8541-4a94-aeaf-c50148649286	esco	prerequisite	1.00
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.c01b4549-3bc2-4640-8ecb-ef335fc4445c	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.263f43b1-1a22-462b-a9ed-1757ea6570f7	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.2879a6f9-868b-40a1-a424-d50007ca8354	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.426adf3d-8972-4776-8a39-3a6759ee352d	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.52f53839-858c-482d-a9cb-c2f40dd1c506	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.8813bf9b-86f3-47d1-849d-399121e6d429	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.93332790-aa6b-4752-bded-bc23cf7c8fba	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.a61d58b6-f6f1-4b54-8cdd-54b3bb11b69c	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.b713a540-54d8-4648-809f-6304450579f5	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.be4b7d31-0909-42aa-bb3e-b32ad26ca753	esco_optional	prerequisite	0.90
esco.occ.123a195c-103a-4b84-b3fd-6d40dbc15c54	esco.ea0e069a-d1c1-4c11-b4aa-af9809815d3e	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.1585fc98-bfe4-461f-97fc-734055a2c3ce	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.c4272323-cce6-4535-ac71-4f6841f4f89a	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	onet.ability.1.A.1.a.1	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.fb3bc9b5-2297-4bba-85b1-60f696a92db8	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.01e7dee7-3ff1-4807-acad-058dbed91aba	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.03b9b491-fc9b-4868-914a-bf7cd47b5041	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.0da516ee-e70e-4384-be13-f5ff80be8127	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.339ac029-066a-4985-9f9d-b3d7c8fea0bb	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.6474fc36-67ae-436b-9d39-c14402c6a89b	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.6aef2baa-5fa7-4c16-bd28-3e070ec4e4df	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.875eeec4-fc70-4e6a-80ef-4d18356976e3	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.c2296e2e-5fef-4f24-a24f-e5b3792268be	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.d58a48d1-5b7f-4028-ae11-b051d13ee1a8	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.f09e70cb-5d8c-4c57-b027-a45127c0bf92	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.f399a9c1-be41-4117-bf86-a64b503c4cfd	esco	prerequisite	1.00
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.3be6b84a-fa78-42b9-a8df-150cdb40b9d7	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.778ca7ad-6c5d-4868-9b96-a7777dca799c	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.b535516b-9f8a-4c29-b6aa-a0a4561e1086	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.e5609f89-0daf-40bb-bd6b-94f5d7498131	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.fafe0b9d-dbd9-46bd-b770-26299539ce66	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.9889b795-d755-41b2-8afd-2e3c87a65a38	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.cd5efa8c-e44d-4cbc-91c6-796018dbed68	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.debb8d81-ed7f-447d-853a-5d107fda6fcf	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.e54ff029-1ce9-447d-a5b2-eb7283a23e6e	esco_optional	prerequisite	0.90
esco.occ.1242d99a-47f1-4a62-b884-33746db8a6ca	esco.f642d7ed-e8d7-4355-a747-b85094d4e2e3	esco_optional	prerequisite	0.90
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.1585fc98-bfe4-461f-97fc-734055a2c3ce	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.b1272de4-1f5f-408b-8b26-061f2550fc72	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	onet.ability.1.A.1.a.1	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.fb3bc9b5-2297-4bba-85b1-60f696a92db8	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.0675eb6d-7918-4248-917b-dbce45b06901	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.0cb013af-6dd9-4fb2-b34e-63dda1a5cf82	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.15ea2820-4ad7-4716-aa84-df6e28fb7488	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.1dae8445-12e5-423a-bb26-824010e299b9	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.2b69525c-731c-4813-99a7-673fa5679d32	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.32d852ce-feaf-4373-aba5-2ab0cedc661f	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.364b3628-c750-436a-8f5c-1a75dd5c6648	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.3882c29a-a3b4-48be-8349-00958cdfdc58	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.415abd43-e8e5-4643-b5da-5f11307af57a	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.435efc22-0dcb-487c-b9c4-d4860b6d4c52	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.44f6a65f-6be7-4818-9a66-73908797283f	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.46aa40cf-6b18-4567-8ad7-bb0f18684333	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.4fea6307-bdc0-423d-ad63-c61755c14522	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.519955e7-065f-45e1-8808-30fe8238dd8c	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.57c1debf-3867-4e64-baf8-ce70d84f88c9	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.5dd01a1e-7ba0-4b7f-a76c-ed811c12bfde	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.68698869-c13c-4563-adc7-118b7644f45d	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.72f9d741-7696-43d2-bccb-d46f9463eecb	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.77a11321-754a-41de-b9e4-80d747f528db	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.7e9daad3-8604-4839-af9b-dc6f8db3ef68	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.a89c463d-e6f0-417d-9216-b59b92249226	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.c81c9ea3-4689-4146-9076-24dd175c69bc	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.de7b8c6c-9ed4-4776-924c-4265dd1d9cde	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.debb8d81-ed7f-447d-853a-5d107fda6fcf	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.dfd2a243-a937-46a8-a919-20265943fc83	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.e3e42d54-78bd-4337-aa87-bb31a7670c9a	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.efc1d46f-39ab-4c73-ade6-0a99a90dbeba	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.f10cf304-f32c-40ee-97a7-ec8d84d72955	esco	prerequisite	1.00
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.5bcd5d36-cfe7-4494-9b58-713884fa1042	esco_optional	prerequisite	0.90
esco.occ.1246764a-ce7c-45e8-9675-e445d145e818	esco.80130e9c-3ce8-4997-8467-c89f36967b83	esco_optional	prerequisite	0.90
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	alcpl.physics.Electric_current	esco	prerequisite	1.00
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.6360d655-3494-45f6-bfc6-d5f63afc355b	esco	prerequisite	1.00
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.8eebf05f-4495-4fd5-b1f0-cb85750295be	esco	prerequisite	1.00
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.bb75528c-a953-459e-bd48-f90a8a7a0cf3	esco	prerequisite	1.00
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb	esco	prerequisite	1.00
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.f7a4fb1d-d951-4c4c-8643-3212c0958f71	esco	prerequisite	1.00
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.1565b401-1754-4b07-8f1a-eb5869e64d95	esco_optional	prerequisite	0.90
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.21c27eba-bd1f-42f5-a1d5-c250227030f7	esco_optional	prerequisite	0.90
esco.occ.12938d1a-eeb2-4b1e-a22b-f0bebeadfb73	esco.2b76cbbf-eddc-4a12-a120-f4ea370820a5	esco_optional	prerequisite	0.90
